consent,encountered_fakenews1,fakenews_pctg1,certainty_nofakenews1,respondent_stories_1,respondent_stories_2,respondent_stories_3,respondent_stories_4,respondent_stories_5,respondent_stories_6,respondent_stories_7,respondent_stories_8,respondent_stories_9,respondent_stories_10,detecting_fakenews1,fakenews_trend1,socmed_use,tf_adv,tf_pdf,tf_spy,tf_wiki,tf_cache,tf_phishing,tie_senate,filibuster,presidential_terms,electoral_college,presvote2020,gender4,gender4_other,birthyr,age,age4,race,race_other,hispanic,hispanic_origin_1,hispanic_origin_2,hispanic_origin_3,hispanic_origin_4,race4,educ,educ4,inputstate,region,newsint,sourcenews_new,votereg,turnout16,presvote16post,presvote16post_t,pid3,pid3_other,pid7,ideo5,intuse,conf02,conf05,conf07,conf08,conf10,conf11,conf12,starttime,endtime,weight,caseid,encountered_fakenews1_post,fakenews_pctg1_post,certainty_nofakenews1_post,respondent_stories_1_post,respondent_stories_2_post,respondent_stories_3_post,respondent_stories_4_post,respondent_stories_5_post,respondent_stories_6_post,respondent_stories_7_post,respondent_stories_8_post,respondent_stories_9_post,respondent_stories_10_post,detecting_fakenews1_post,fakenews_trend1_post,socmed_use_post,presvote20post,presvote20post_t,election_behaviors_1,election_behaviors_2,election_behaviors_3,election_behaviors_4,election_behaviors_5,election_behaviors_6,election_behaviors_7,election_behaviors_8,election_behaviors_9,election_behaviors_10,election_behaviors_11,election_behaviors_12,election_behaviors_13,election_behaviors_14,election_behaviors_15,election_behaviors_16,election_behaviors_17,election_behaviors_oth,won_election,covid_positive,covid_month,covid_date,self_isolation,starttime_post,endtime_post,weight_post,presvote20combined,race4_black,race4_hispanic,race4_other,race4_white,gender4_female,gender4_male,gender4_other_2,gender4_prefer_not_to_say,ideo5_conservative,ideo5_liberal,ideo5_moderate,ideo5_not_sure,ideo5_very_conservative,ideo5_very_liberal,age4_30_44,age4_45_64,age4_65,age4_under_30,educ_factor,education,college,trump_support,female,non_white,knowledge,political_interest,untrustworthy_n,total_n,untrustworthy_flag,percentage_of_total,untrustworthy_ng_n,untrustworthy_ng_flag,percentage_of_total_ng,grinberg_n,grinberg_flag,grinberg_percentage_of_total,untrustworthy_conservative_n,untrustworthy_liberal_n,untrustworthy_conservative_flag,untrustworthy_liberal_flag,hard_news_n,hard_news_flag,hard_news_bin,hard_news_conservative_n,hard_news_liberal_n,hard_news_conservative_flag,hard_news_liberal_flag,fact_check_n,fact_check_flag,mean_ideology,ideology_bin,hard_news_bin_all,total_n_bin_all,untrustworthy_conservative_percentage_info_diet,untrustworthy_liberal_percentage_info_diet,untrustworthy_all_percentage_info_diet,biden_support,age_18_29,age_30_44,age_45_64,age_65_plus,democrat,republican,ai_untrustworthy_flag,ai_untrustworthy_n,untrustworthy_flag_pre,untrustworthy_flag_post,untrustworthy_n_pre,untrustworthy_n_post
I consent,A fair amount,26,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Sometimes able,There is about the same amount of fake news today,31–60 minutes per day,5  Full,5  Full,5  Full,4  Good,5  Full,5  Full,The vice president,60,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Joe Biden,Male,__NA__,1953,67,65+,White,__NA__,No,NA,NA,NA,NA,White,High school graduate,HS or less,Michigan,Midwest,Some of the time,Radio,Yes,Yes,Hillary Clinton,__NA__,Independent,__NA__,Lean Democrat,Moderate,Several times a day,Quite a lot,Quite a lot,None at all,Very little,Some,Very little,Some,2020-09-18T23:48:05Z,2020-09-18T23:59:21Z,2.58182784944405,1221454049,A fair amount,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes able,There is somewhat more fake news today,31–60 minutes per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,__NA__,Joe Biden,No,NA,NA,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-05T01:48:14Z,2020-12-05T01:59:34Z,0.6678,Joe Biden,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,4,3,0,1871,0,0,0,0,0,0,0,0,0,0,0,0,169,1,2,0,0,0,0,0,0,-0.2145,4,2,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
I consent,A fair amount,5,NA,selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes able,There is somewhat more fake news today,Less than 10 minutes per day,2  Little,1  None,2  Little,1  None,1  None,2  Little,The vice president,60,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Joe Biden,Female,__NA__,1956,64,45-64,White,__NA__,No,NA,NA,NA,NA,White,Some college,Some college,Arizona,West,Most of the time,Television,Yes,Yes,Hillary Clinton,__NA__,Independent,__NA__,Lean Democrat,Liberal,Several times a day,Quite a lot,Quite a lot,None at all,Very little,Some,Very little,Some,2020-09-18T23:48:53Z,2020-09-18T23:59:55Z,0.233968220701252,1221399509,Not very much,10,NA,selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is about the same amount of fake news today,Less than 10 minutes per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,none of the above,Joe Biden,Yes,August,2020-08-21,All of the time. I am staying at home nearly all the time.,2020-12-05T05:42:49Z,2020-12-05T05:49:28Z,0.4505,Joe Biden,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2,0,0,1,0,4,4,0,25264,0,0,0,0,0,0,0,0,0,0,0,0,199,1,2,0,0,0,0,0,0,-0.3162061224489796,2,2,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
I consent,Not very much,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarely able,There is about the same amount of fake news today,Less than 10 minutes per day,3  Some,4  Good,3  Some,4  Good,3  Some,1  None,The vice president,0,blank,Is an assembly that formally elects the president,Joe Biden,Female,__NA__,1997,23,Under 30,Asian,__NA__,No,NA,NA,NA,NA,Other,Post-grad,Postgrad,California,West,Only now and then,Television,Yes,Yes,Hillary Clinton,__NA__,Democrat,__NA__,Strong Democrat,Liberal,Less often,Very little,Quite a lot,None at all,None at all,Quite a lot,Very little,A great deal,2020-09-18T23:56:51Z,2020-09-19T00:01:05Z,4.53152646956606,1221399905,Not very much,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Never able,There is about the same amount of fake news today,Less than 10 minutes per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,voted,Joe Biden,No,NA,NA,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-04T21:07:34Z,2020-12-04T21:12:30Z,1.4886,Joe Biden,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,4,4,1,0,1,1,2,2,0,2549,0,0,0,0,0,0,0,0,0,0,0,0,112,1,2,0,0,0,0,0,0,-0.04231612903225806,7,2,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
I consent,A great deal,74,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Sometimes able,There is much more fake news today,31–60 minutes per day,5  Full,3  Some,5  Full,2  Little,4  Good,4  Good,The Senate majority leader,60,Article II of the U.S. Constitution,Is an assembly that formally elects the president,Donald Trump,Female,__NA__,1964,56,45-64,White,__NA__,No,NA,NA,NA,NA,White,4-year,College grad,Michigan,Midwest,Most of the time,Television,Yes,Yes,Did not vote for President,__NA__,Republican,__NA__,Not very strong Republican,Moderate,Several times a day,A great deal,Some,A great deal,None at all,Very little,Very little,Very little,2020-09-18T23:36:13Z,2020-09-19T00:06:34Z,0.102586250700567,1220420269,A great deal,69,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Sometimes able,There is much more fake news today,1–2 hours per day,Donald Trump,__NA__,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,not selected,not selected,not selected,__NA__,Donald Trump,Yes,November,NA,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-03T00:31:26Z,2020-12-03T00:39:34Z,0.1968,Donald Trump,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3,3,1,1,1,0,2,4,0,1545,0,0,0,0,0,0,0,0,0,0,0,0,56,1,2,0,0,0,0,0,0,-0.10775333333333333,6,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
I consent,Not very much,26,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is about the same amount of fake news today,More than 3 hours per day,5  Full,5  Full,5  Full,5  Full,5  Full,5  Full,The vice president,60,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Joe Biden,Female,__NA__,1963,57,45-64,White,__NA__,No,NA,NA,NA,NA,White,Some college,Some college,Illinois,Midwest,Most of the time,A news website not associated with a newspaper,Yes,Yes,Hillary Clinton,__NA__,Independent,__NA__,Lean Democrat,Moderate,Several times a day,Some,Quite a lot,Very little,Some,Quite a lot,Quite a lot,Quite a lot,2020-09-19T00:00:36Z,2020-09-19T00:14:48Z,0.253601533813438,1220774707,I have not encountered any fake news,11,NA,selected,selected,selected,selected,NA,NA,NA,NA,NA,NA,Most of the time able,There is about the same amount of fake news today,1–2 hours per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,selected,not selected,not selected,not selected,not selected,__NA__,Joe Biden,Yes,November,2020-11-17,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-06T01:47:00Z,2020-12-06T01:56:40Z,0.4912,Joe Biden,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,0,1,0,4,4,1,23411,1,4.271496305155696e-5,1,1,4.271496305155696e-5,0,0,0,0,1,0,1,2715,1,3,0,10,0,1,1,1,-0.09126964012251149,6,3,3,0,3.6832412523020257e-4,3.6832412523020257e-4,1,0,0,1,0,1,0,0,0,1,0,1,0
I consent,A fair amount,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes able,There is somewhat more fake news today,10–30 minutes per day,4  Good,5  Full,3  Some,3  Some,1  None,2  Little,The Senate majority leader,51,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Donald Trump,Female,__NA__,1954,66,65+,White,__NA__,No,NA,NA,NA,NA,White,Post-grad,Postgrad,Ohio,Midwest,Some of the time,A news website not associated with a newspaper,Yes,No,Did not vote for President,__NA__,Republican,__NA__,Not very strong Republican,Conservative,Several times a day,A great deal,A great deal,Quite a lot,Quite a lot,Some,Some,Some,2020-09-19T00:07:29Z,2020-09-19T00:15:33Z,0.383181288715126,1221400137,A fair amount,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes able,There is much more fake news today,10–30 minutes per day,Donald Trump,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,__NA__,I'm still not sure,No,NA,NA,"Some of the time. I have reduced the amount of times I am in public spaces, social gatherings, or at work.",2020-12-05T13:08:58Z,2020-12-05T13:14:22Z,0.1896,Donald Trump,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4,4,1,1,1,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,1,1,NA,NA,NA,0,0,0,0,1,0,1,0,0,0,0,0,0
I consent,Not very much,8,NA,selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is somewhat less fake news today,10–30 minutes per day,3  Some,4  Good,2  Little,4  Good,3  Some,3  Some,The vice president,67,Article II of the U.S. Constitution,Is an assembly that formally elects the president,Joe Biden,Female,__NA__,1987,33,30-44,White,__NA__,No,NA,NA,NA,NA,White,Post-grad,Postgrad,New York,Northeast,Most of the time,A news website not associated with a newspaper,Yes,Yes,Did not vote for President,__NA__,Democrat,__NA__,Strong Democrat,Very liberal,Several times a day,Some,A great deal,None at all,Some,Quite a lot,Some,Quite a lot,2020-09-19T00:09:43Z,2020-09-19T00:16:17Z,0.102586250700567,1221391173,Not very much,10,NA,selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is somewhat more fake news today,10–30 minutes per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,__NA__,Joe Biden,No,NA,NA,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-04T19:32:22Z,2020-12-04T19:41:15Z,0.1059,Joe Biden,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,4,4,1,0,1,0,2,4,0,14002,0,0,0,0,0,0,0,0,0,0,0,0,97,1,2,0,10,0,1,0,0,-0.40494146341463416,1,2,3,0,0,0,1,0,1,0,0,1,0,0,0,1,0,2,0
I consent,A fair amount,50,NA,selected,selected,selected,selected,selected,NA,NA,NA,NA,NA,Always able,There is much more fake news today,Less than 10 minutes per day,3  Some,4  Good,3  Some,3  Some,3  Some,5  Full,The vice president,60,Article II of the U.S. Constitution,Is an assembly that formally elects the president,Joe Biden,Male,__NA__,1952,68,65+,White,__NA__,No,NA,NA,NA,NA,White,Post-grad,Postgrad,Maryland,South,Most of the time,Television,Yes,Yes,Hillary Clinton,__NA__,Democrat,__NA__,Strong Democrat,Liberal,Several times a day,None at all,Some,None at all,None at all,A great deal,Some,A great deal,2020-09-19T00:02:08Z,2020-09-19T00:17:21Z,0.424979596579055,1221288471,A great deal,25,NA,selected,selected,selected,selected,selected,selected,NA,NA,NA,NA,Most of the time able,There is much more fake news today,Less than 10 minutes per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,selected,not selected,selected,selected,not selected,selected,not selected,not selected,__NA__,Joe Biden,Yes,August,2020-08-20,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-06T06:17:00Z,2020-12-06T06:31:23Z,0.5751,Joe Biden,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,4,1,0,0,0,3,4,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,1,1,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,0
I consent,A great deal,54,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is somewhat more fake news today,31–60 minutes per day,2  Little,3  Some,4  Good,3  Some,4  Good,3  Some,The Senate majority leader,51,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Joe Biden,Male,__NA__,1977,43,30-44,White,__NA__,No,selected,NA,NA,NA,White,Post-grad,Postgrad,Illinois,Midwest,Some of the time,Television,Yes,Yes,Did not vote for President,__NA__,Democrat,__NA__,Not very strong Democrat,Liberal,Several times a day,Very little,Quite a lot,None at all,Some,Quite a lot,Quite a lot,Quite a lot,2020-09-18T23:59:34Z,2020-09-19T00:20:09Z,0.565562337066035,1221470735,A fair amount,67,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Sometimes able,There is somewhat less fake news today,10–30 minutes per day,Joe Biden,__NA__,not selected,selected,not selected,selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,not selected,not selected,selected,not selected,not selected,__NA__,Joe Biden,No,NA,NA,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-02T21:16:20Z,2020-12-02T21:51:31Z,0.1384,Joe Biden,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,4,4,1,0,0,0,2,3,0,52174,0,0,0,0,0,0,0,0,0,0,0,0,204,1,2,0,0,0,0,0,0,-0.05363642857142858,7,2,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
I consent,A fair amount,50,NA,selected,selected,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is about the same amount of fake news today,10–30 minutes per day,5  Full,1  None,3  Some,1  None,1  None,3  Some,The Senate majority leader,60,Article II of the U.S. Constitution,Supervises the presidential debates,Joe Biden,Female,__NA__,1959,61,45-64,White,__NA__,No,NA,NA,NA,NA,White,Some college,Some college,North Carolina,South,Most of the time,A news website not associated with a newspaper,Yes,No,Did not vote for President,__NA__,Democrat,__NA__,Strong Democrat,Moderate,Several times a day,Some,A great deal,None at all,Some,Quite a lot,Some,Quite a lot,2020-09-19T00:13:01Z,2020-09-19T00:24:49Z,0.102586250700567,1220819481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Joe Biden,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,0,1,0,1,4,0,16519,0,0,0,0,0,0,0,0,0,0,0,0,251,1,3,0,0,0,0,0,0,0.01024666666666666,8,3,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
I consent,A great deal,70,NA,selected,selected,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,10–30 minutes per day,4  Good,5  Full,5  Full,2  Little,5  Full,5  Full,The Senate majority leader,60,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Donald Trump,Male,__NA__,1947,73,65+,White,__NA__,No,NA,NA,NA,NA,White,2-year,Some college,Illinois,Midwest,Most of the time,Television,Yes,Yes,Donald Trump,__NA__,Republican,__NA__,Strong Republican,Very conservative,Several times a day,A great deal,A great deal,A great deal,Some,Some,Very little,Quite a lot,2020-09-19T00:06:26Z,2020-09-19T00:26:45Z,0.617671031292985,1219803947,A great deal,80,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,10–30 minutes per day,Donald Trump,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,not selected,not selected,not selected,__NA__,Donald Trump,No,NA,NA,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-04T21:16:00Z,2020-12-05T01:11:32Z,0.7347,Donald Trump,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0,1,0,0,3,4,3,2833,1,0.00105894811154253,3,1,0.00105894811154253,1,1,3.5298270384751147e-4,3,0,1,0,10,1,1,2,0,1,0,3,1,0.5415333333333333,10,1,2,0.3,0,0.3,0,0,0,0,1,0,1,0,0,1,0,3,0
I consent,A fair amount,18,NA,selected,selected,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,Less than 10 minutes per day,5  Full,4  Good,4  Good,5  Full,4  Good,4  Good,The vice president,60,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Joe Biden,Male,__NA__,1964,56,45-64,White,__NA__,No,NA,NA,NA,NA,White,2-year,Some college,Washington,West,Most of the time,A news website not associated with a newspaper,Yes,Yes,Hillary Clinton,__NA__,Independent,__NA__,Lean Democrat,Moderate,Several times a day,Quite a lot,Very little,None at all,Very little,Some,Some,Some,2020-09-18T22:24:37Z,2020-09-19T04:15:06Z,0.282634479977616,1221337905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Joe Biden,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,0,0,0,4,4,5,13512,1,3.700414446417999e-4,4,1,2.960331557134399e-4,3,1,2.220248667850799e-4,5,0,1,0,1351,1,3,25,119,1,1,9,1,-0.2155953046953047,4,3,3,0.00370096225018504,0,0.00370096225018504,1,0,0,1,0,1,0,0,0,1,0,2,0
I consent,Not very much,12,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is about the same amount of fake news today,Less than 10 minutes per day,1  None,5  Full,2  Little,1  None,4  Good,2  Little,The vice president,60,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Joe Biden,Male,__NA__,1963,57,45-64,White,__NA__,No,NA,NA,NA,NA,White,4-year,College grad,Georgia,South,Most of the time,A news app on a mobile or tablet device,Yes,Yes,Donald Trump,__NA__,Independent,__NA__,Independent,Moderate,Several times a day,A great deal,A great deal,Some,Some,Some,Some,A great deal,2020-09-19T00:21:49Z,2020-09-19T00:34:28Z,0.521971674027531,1221390395,Not very much,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is somewhat less fake news today,10–30 minutes per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,None,Joe Biden,No,NA,NA,"Some of the time. I have reduced the amount of times I am in public spaces, social gatherings, or at work.",2020-12-05T00:22:12Z,2020-12-05T00:31:55Z,0.5568,Joe Biden,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,3,1,0,0,0,4,4,0,357,0,0,0,0,0,0,0,0,0,0,0,0,51,1,2,0,0,0,0,0,0,-0.11709090909090908,5,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
I consent,A fair amount,30,NA,selected,selected,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,31–60 minutes per day,3  Some,5  Full,5  Full,4  Good,3  Some,5  Full,The vice president,70,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Joe Biden,Female,__NA__,1953,67,65+,White,__NA__,No,NA,NA,NA,NA,White,Post-grad,Postgrad,Illinois,Midwest,Most of the time,Television,Yes,Yes,Hillary Clinton,__NA__,Democrat,__NA__,Strong Democrat,Very liberal,Several times a day,Some,Some,None at all,Very little,Some,Some,Quite a lot,2020-09-19T00:31:00Z,2020-09-19T00:41:01Z,0.420635393356033,1221338795,A fair amount,21,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Always able,There is much more fake news today,31–60 minutes per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,__NA__,Joe Biden,No,NA,NA,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-03T13:44:02Z,2020-12-03T13:54:21Z,0.4832,Joe Biden,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4,4,1,0,1,0,3,4,0,398,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-0.2568,3,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
I consent,Not very much,7,NA,selected,selected,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is about the same amount of fake news today,Less than 10 minutes per day,5  Full,5  Full,5  Full,5  Full,5  Full,5  Full,The vice president,60,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Joe Biden,Male,__NA__,1976,44,30-44,White,__NA__,No,NA,NA,NA,NA,White,Post-grad,Postgrad,California,West,Most of the time,Podcasts,Yes,Yes,Hillary Clinton,__NA__,Democrat,__NA__,Strong Democrat,Very liberal,Several times a day,Very little,Very little,None at all,None at all,Some,Some,A great deal,2020-09-19T00:34:31Z,2020-09-19T00:48:23Z,0.584065793806685,1221398585,A fair amount,38,NA,selected,selected,selected,selected,selected,NA,NA,NA,NA,NA,Most of the time able,There is somewhat more fake news today,Less than 10 minutes per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,selected,not selected,selected,selected,not selected,not selected,not selected,not selected,__NA__,Joe Biden,No,NA,NA,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-04T19:08:02Z,2020-12-04T19:16:34Z,1.2065,Joe Biden,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4,4,1,0,0,0,4,4,0,21747,0,0,0,0,0,0,0,0,0,0,0,0,455,1,3,0,30,0,1,0,0,-0.2983865979381443,2,3,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
I consent,Nearly all news I see is fake,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,10–30 minutes per day,3  Some,3  Some,3  Some,3  Some,1  None,3  Some,The vice president,51,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Donald Trump,Female,__NA__,1980,40,30-44,White,__NA__,No,NA,NA,NA,NA,White,Some college,Some college,West Virginia,South,Most of the time,None of the above,Yes,Yes,Jill Stein,__NA__,Independent,__NA__,Lean Republican,Moderate,Several times a day,Quite a lot,Quite a lot,Quite a lot,Very little,None at all,Very little,None at all,2020-09-19T00:39:30Z,2020-09-19T00:49:43Z,0.427699051605798,1221138629,Nearly all news I see is fake,96,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,Less than 10 minutes per day,Donald Trump,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,__NA__,Donald Trump,No,NA,NA,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-05T01:14:40Z,2020-12-05T01:22:43Z,1.0486,Donald Trump,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,0,1,1,0,3,4,19,24347,1,7.803836201585411e-4,16,1,6.571651538177188e-4,6,1,2.4643693268164453e-4,12,0,1,0,1240,1,3,143,0,1,0,0,0,0.29467173913043476,10,3,3,0.00967741935483871,0,0.01532258064516129,0,0,1,0,0,0,1,0,0,1,1,5,16
I consent,A fair amount,30,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is somewhat less fake news today,31–60 minutes per day,5  Full,5  Full,4  Good,4  Good,5  Full,4  Good,The Senate majority leader,67,Article II of the U.S. Constitution,Is an assembly that formally elects the president,Joe Biden,Male,__NA__,1965,55,45-64,White,__NA__,No,NA,NA,NA,NA,White,2-year,Some college,Wisconsin,Midwest,Most of the time,Television,Yes,Yes,Hillary Clinton,__NA__,Independent,__NA__,Not sure,Moderate,Several times a day,Quite a lot,Quite a lot,None at all,Very little,Some,Some,Some,2020-09-19T00:32:55Z,2020-09-19T00:50:47Z,0.306351595169879,1221344125,A fair amount,51,NA,selected,selected,NA,NA,NA,NA,NA,NA,NA,NA,Always able,There is somewhat more fake news today,10–30 minutes per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,voted,Joe Biden,Yes,November,2020-11-03,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-03T15:36:00Z,2020-12-03T15:45:29Z,0.3073,Joe Biden,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,0,0,0,1,4,0,5920,0,0,0,0,0,0,0,0,0,0,0,0,220,1,3,0,0,0,0,5,1,0.01789891304347825,8,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
