caseid,untrustworthy_flag,untrustworthy_n,republican,democrat,political_interest,ideology_bin,college,female,non_white,birthyr,weight,age,age_18_29,age_30_44,age_45_64,age_65_plus
305033426,0,0,0,1,4,6,1,0,1,1948,0.872883459783031,68,0,0,0,1
305033428,1,15,1,0,4,7,1,1,0,1939,0.347849372478055,77,0,0,0,1
305033429,1,16,0,1,4,1,0,0,0,1941,0.300042246118665,75,0,0,0,1
305033430,1,11,1,0,3,5,0,1,0,1970,0.890449910848929,46,0,0,1,0
305033431,1,113,1,0,3,10,1,0,0,1934,0.174482254792965,82,0,0,0,1
305033432,1,54,1,0,4,9,1,0,0,1956,0.302951427140516,60,0,0,1,0
305033433,1,28,1,0,4,10,0,0,0,1945,0.324430376075113,71,0,0,0,1
305033435,1,8,1,0,4,10,1,1,0,1945,0.216449395400719,71,0,0,0,1
305033436,0,0,0,1,4,2,1,0,0,1933,0.174482254792965,83,0,0,0,1
305033437,1,2,0,1,4,1,1,0,0,1941,0.190925235649378,75,0,0,0,1
305033438,1,19,1,0,4,9,1,0,0,1956,0.285931095593509,60,0,0,1,0
305033439,1,1,0,0,3,3,0,1,0,1961,0.822208703470755,55,0,0,1,0
305033441,1,35,0,1,4,1,1,1,0,1963,0.148281224208277,53,0,0,1,0
305033444,1,164,1,0,4,5,1,0,0,1961,0.34256568296288,55,0,0,1,0
305033445,0,0,1,0,4,1,1,1,1,1930,1.50423288406303,86,0,0,0,1
305033447,0,0,0,1,4,1,1,0,0,1963,0.327576022080632,53,0,0,1,0
305033448,0,0,0,1,4,1,1,1,0,1949,0.200178428274,67,0,0,0,1
305033449,1,47,0,1,4,1,1,1,0,1952,0.240050695413558,64,0,0,1,0
305033451,0,0,0,1,4,1,1,0,0,1956,0.273419596713742,60,0,0,1,0
305033453,1,42,0,1,4,1,1,1,0,1970,0.148281224208277,46,0,0,1,0
305033454,0,0,0,1,4,1,0,1,1,1928,1.00840465700686,88,0,0,0,1
305033455,0,0,0,1,4,8,1,1,0,1980,0.267849395047513,36,0,1,0,0
305033459,0,0,0,1,3,7,1,1,1,1991,1.15715993149934,25,1,0,0,0
305033460,1,3,0,1,4,2,1,0,1,1956,0.564741289040839,60,0,0,1,0
305033461,1,8,0,1,4,1,0,0,0,1955,0.644933510063292,61,0,0,1,0
305033462,0,0,0,1,4,1,1,0,0,1948,0.165128215662243,68,0,0,0,1
305033463,1,6,0,1,4,1,1,1,0,1976,0.279504852940136,40,0,1,0,0
305033466,1,57,1,0,4,9,1,0,0,1957,0.92688457531047,59,0,0,1,0
305033467,1,1,0,1,4,3,0,0,0,1933,0.644781609403688,83,0,0,0,1
305033469,1,5,0,1,4,1,1,0,0,1946,0.157473652425045,70,0,0,0,1
305033473,0,0,1,0,4,10,1,0,0,1942,0.206444081809265,74,0,0,0,1
305033474,0,0,0,1,4,1,0,0,0,1957,0.190656665643001,59,0,0,1,0
305033477,1,1,0,1,1,6,0,1,0,1957,0.498341922626598,59,0,0,1,0
305033479,0,0,1,0,4,4,0,1,0,1947,0.2037314984261,69,0,0,0,1
305033482,1,131,1,0,4,10,0,0,0,1945,0.732690977959765,71,0,0,0,1
305033484,1,12,0,0,4,4,1,0,0,1978,0.19098466004512,38,0,1,0,0
305033485,0,0,1,0,4,9,1,0,0,1935,0.188664577315981,81,0,0,0,1
305033486,1,1,0,1,3,3,0,1,0,1953,0.686277251581518,63,0,0,1,0
305033488,1,62,1,0,4,10,0,0,0,1950,0.877815631575629,66,0,0,0,1
305033490,1,16,1,0,3,9,1,1,0,1975,1.04146177111691,41,0,1,0,0
305033491,1,12,1,0,4,10,0,0,0,1960,0.821387370417496,56,0,0,1,0
305033492,1,9,0,1,4,1,1,0,0,1962,0.327576022080632,54,0,0,1,0
305033493,1,15,1,0,4,10,0,1,0,1945,1.92259383232915,71,0,0,0,1
305033494,0,0,0,1,4,2,1,0,0,1950,0.172313764706301,66,0,0,0,1
305033495,1,39,1,0,4,9,0,0,1,1940,0.041432759006973,76,0,0,0,1
305033496,0,0,1,0,4,4,1,1,0,1966,0.444540493663773,50,0,0,1,0
305033497,0,0,1,0,4,5,0,1,0,1963,0.922211140464208,53,0,0,1,0
305033498,1,21,0,1,4,4,0,0,0,1948,0.270794003861219,68,0,0,0,1
305033499,1,20,0,1,4,3,1,1,0,1947,0.180664952286497,69,0,0,0,1
305033500,1,9,0,1,4,2,0,0,0,1969,0.198953084374713,47,0,0,1,0
305033501,0,0,0,1,4,1,1,0,0,1943,0.188664577315981,73,0,0,0,1
305033502,0,0,0,1,3,4,1,1,0,1943,1.01768207825723,73,0,0,0,1
305033503,1,126,0,1,4,1,0,1,0,1951,0.2037314984261,65,0,0,0,1
305033504,1,9,1,0,4,10,1,0,0,1956,0.886326848276275,60,0,0,1,0
305033506,1,6,1,0,4,10,0,0,0,1942,0.324430376075113,74,0,0,0,1
305033508,0,0,1,0,4,2,1,1,0,1964,0.444540493663773,52,0,0,1,0
305033509,1,25,0,1,4,3,1,0,0,1943,0.157473652425045,73,0,0,0,1
305033510,1,2,0,1,4,6,0,1,0,1964,0.220662274048938,52,0,0,1,0
305033514,0,0,1,0,4,NA,0,0,0,1932,0.270794003861219,84,0,0,0,1
305033515,0,0,0,0,3,2,1,0,0,1947,0.157473652425045,69,0,0,0,1
305033518,1,9,1,0,1,8,1,1,0,1984,1.41010647673014,32,0,1,0,0
305033519,0,0,1,0,4,6,0,1,0,1970,0.657659231091596,46,0,0,1,0
305033520,1,433,0,1,4,1,1,0,0,1953,0.262017896303204,63,0,0,1,0
305033522,0,0,0,1,4,2,1,1,0,1939,0.173131155567415,77,0,0,0,1
305033524,1,312,0,0,4,2,1,0,0,1958,0.327576022080632,58,0,0,1,0
305033525,1,56,1,0,4,10,1,0,0,1939,0.206444081809265,77,0,0,0,1
305033526,0,0,0,1,4,3,1,0,0,1937,0.165128215662243,79,0,0,0,1
305033528,0,0,1,0,3,4,0,0,0,1958,0.821387370417496,58,0,0,1,0
305033529,0,0,1,0,4,NA,1,0,0,1946,0.206444081809265,70,0,0,0,1
305033533,0,0,0,1,4,4,1,0,0,1964,0.81969975058846,52,0,0,1,0
305033535,1,10,0,1,4,2,0,1,0,1932,0.293555494144817,84,0,0,0,1
305033536,0,0,1,0,3,2,0,1,0,1975,2.07392199837949,41,0,1,0,0
305033537,0,0,0,1,4,NA,1,1,1,1957,0.22533837079805,59,0,0,1,0
305033539,1,40,1,0,4,10,0,0,0,1954,0.515862304233703,62,0,0,1,0
305033540,1,338,1,0,4,9,0,1,0,1987,1.3905116955367,29,1,0,0,0
305033541,1,1,0,0,4,4,0,1,0,1979,0.484284141034068,37,0,1,0,0
305033542,0,0,0,1,4,2,1,0,0,1944,0.165128215662243,72,0,0,0,1
305033545,0,0,0,0,4,3,0,0,0,1976,2.47225946677928,40,0,1,0,0
305033547,1,3,0,1,4,1,1,0,0,1963,0.739795079850535,53,0,0,1,0
305033548,1,3,1,0,4,10,1,0,0,1939,0.188664577315981,77,0,0,0,1
305033549,1,12,0,1,4,2,1,0,0,1955,0.302951427140516,61,0,0,1,0
305033550,1,5,0,1,4,2,1,0,0,1984,0.980811801091699,32,0,1,0,0
305033551,1,2,0,1,4,2,1,0,0,1951,0.165128215662243,65,0,0,0,1
305033552,0,0,0,1,4,8,0,1,0,1953,0.579183441386554,63,0,0,1,0
305033553,1,17,0,0,3,9,1,0,0,1951,0.174482254792965,65,0,0,0,1
305033554,0,0,0,1,4,2,1,1,0,1951,0.173131155567415,65,0,0,0,1
305033555,0,0,0,1,4,2,1,0,1,1952,0.261919402058379,64,0,0,1,0
305033556,1,44,0,1,4,1,1,0,0,1950,0.150906941665891,66,0,0,0,1
305033557,1,19,0,1,4,7,1,1,0,1955,0.192009103165981,61,0,0,1,0
305033559,0,0,0,1,4,4,1,0,0,1944,0.190925235649378,72,0,0,0,1
305033561,1,15,0,1,4,2,1,1,0,1955,0.148281224208277,61,0,0,1,0
305033563,1,41,0,1,4,1,1,0,0,1953,0.316814282937428,63,0,0,1,0
305033564,1,30,0,1,4,2,0,1,1,1960,0.532377704462742,56,0,0,1,0
305033566,0,0,0,1,4,2,0,1,0,1949,0.596045044576912,67,0,0,0,1
305033568,1,4,0,1,4,2,1,1,0,1950,0.173131155567415,66,0,0,0,1
305033571,1,3,0,1,4,1,1,0,0,1954,0.285931095593509,62,0,0,1,0
305033573,0,0,0,1,4,6,1,0,0,1951,0.188664577315981,65,0,0,0,1
305033574,0,0,1,0,3,NA,1,1,0,1970,0.746576786624216,46,0,0,1,0
305033575,1,1,0,1,4,1,1,0,1,1982,0.392675111845184,34,0,1,0,0
305033576,0,0,0,1,4,2,1,1,0,1940,0.180664952286497,76,0,0,0,1
305033580,1,2,0,1,4,1,1,0,0,1952,0.285931095593509,64,0,0,1,0
305033583,1,13,0,1,4,3,1,0,0,1961,0.34256568296288,55,0,0,1,0
305033585,0,0,0,1,4,8,0,0,0,1969,1.17233565661746,47,0,0,1,0
305033586,1,5,1,0,4,3,1,0,0,1963,0.741386213179421,53,0,0,1,0
305033587,1,6,0,1,2,6,0,1,0,1973,0.536591281060931,43,0,1,0,0
305033589,1,3,0,1,3,6,1,1,1,1974,1.22794376256952,42,0,1,0,0
305033590,1,6,0,1,4,4,1,0,0,1931,0.190925235649378,85,0,0,0,1
305033591,1,10,0,1,4,2,1,0,0,1943,0.190925235649378,73,0,0,0,1
305033593,1,9,1,0,4,6,0,0,0,1946,0.702137487556706,70,0,0,0,1
305033594,1,6,1,0,4,8,1,1,0,1963,0.649508394848436,53,0,0,1,0
305033598,1,6,0,0,4,4,1,0,0,1966,0.739795079850535,50,0,0,1,0
305033600,1,6,0,1,4,5,0,1,0,1962,0.184181337807281,54,0,0,1,0
305033602,0,0,1,0,2,6,1,1,0,1971,3.91456630493068,45,0,0,1,0
305033603,0,0,0,1,3,2,1,1,0,1955,0.240050695413558,61,0,0,1,0
305033604,0,0,0,1,2,5,0,1,0,1948,1.36966281578858,68,0,0,0,1
305033607,1,53,1,0,3,7,0,1,0,1950,0.685123391157029,66,0,0,0,1
305033609,1,3,1,0,2,6,0,1,0,1947,0.734569532305845,69,0,0,0,1
305033610,1,45,1,0,4,9,0,1,0,1951,0.271488295545091,65,0,0,0,1
305033611,0,0,1,0,4,7,1,0,1,1954,0.564741289040839,62,0,0,1,0
305033613,0,0,1,0,4,8,1,0,0,1949,0.190925235649378,67,0,0,0,1
305033617,0,0,0,0,2,8,1,1,0,1955,4.64798625973327,61,0,0,1,0
305033619,0,0,1,0,4,10,0,1,0,1938,0.635317566779222,78,0,0,0,1
305033621,1,6,1,0,3,8,0,1,0,1963,0.669665899237535,53,0,0,1,0
305033622,0,0,0,1,3,6,0,0,0,1973,4.22354512205294,43,0,1,0,0
305033625,0,0,0,1,4,9,1,1,1,1968,0.255038198550189,48,0,0,1,0
305033626,1,2,0,1,3,3,1,1,1,1958,1.13852265958065,58,0,0,1,0
305033628,0,0,1,0,4,6,1,1,0,1933,0.216449395400719,83,0,0,0,1
305033631,0,0,1,0,3,6,0,1,0,1941,1.92259383232915,75,0,0,0,1
305033638,1,1,0,1,4,7,0,1,0,1948,1.48099218750231,68,0,0,0,1
305033641,0,0,1,0,1,7,0,1,0,1959,1.24864487410483,57,0,0,1,0
305033643,0,0,0,1,2,8,0,0,1,1961,9.17462772514642,55,0,0,1,0
305033649,0,0,0,0,3,7,1,0,0,1964,1.0654065648656,52,0,0,1,0
305033651,1,8,1,0,4,3,0,1,0,1956,0.797605824975148,60,0,0,1,0
305033653,0,0,1,0,3,5,0,1,0,1979,0.902985968078923,37,0,1,0,0
305033655,0,0,0,1,3,6,0,1,0,1948,1.23614751797496,68,0,0,0,1
305033658,0,0,0,1,2,8,0,0,1,1958,3.21525009392411,58,0,0,1,0
305033659,0,0,0,1,4,1,0,1,0,1960,0.184181337807281,56,0,0,1,0
305033663,0,0,1,0,4,NA,0,1,0,1952,0.204074615762758,64,0,0,1,0
305033666,1,1,0,1,3,5,1,0,1,1960,1.01627781028273,56,0,0,1,0
305033669,0,0,0,1,4,8,1,1,1,1972,0.368990260535682,44,0,1,0,0
305033673,0,0,0,1,4,8,1,1,1,1950,0.955512256935997,66,0,0,0,1
305033680,1,12,1,0,3,2,0,0,0,1958,4.27570653738626,58,0,0,1,0
305033682,0,0,1,0,4,8,0,1,0,1957,1.12692645530292,59,0,0,1,0
305033683,0,0,0,1,3,2,0,0,1,1962,9.17462772514642,54,0,0,1,0
305033686,1,8,0,1,2,4,0,1,0,1950,0.476757937562201,66,0,0,0,1
305033688,1,332,0,1,3,2,0,1,0,1973,0.444497134648119,43,0,1,0,0
305033690,0,0,1,0,4,8,0,1,0,1942,0.794277048322897,74,0,0,0,1
305033695,0,0,0,1,1,NA,0,1,0,1953,0.724097897362051,63,0,0,1,0
305033701,0,0,0,1,2,8,0,1,0,1955,0.223374204970815,61,0,0,1,0
305033703,0,0,0,0,2,6,0,1,0,1950,6.41067784524973,66,0,0,0,1
305033708,0,0,0,1,3,5,1,0,0,1953,0.34256568296288,63,0,0,1,0
305033711,1,20,0,1,4,2,0,0,0,1959,1.22334980536811,57,0,0,1,0
305033712,1,3,1,0,4,5,1,0,0,1948,0.172313764706301,68,0,0,0,1
305033715,1,1,1,0,3,2,0,1,0,1940,0.596045044576912,76,0,0,0,1
305033725,1,8,1,0,4,5,0,1,0,1963,0.832313617039639,53,0,0,1,0
305033727,1,18,1,0,4,6,0,1,0,1948,0.497504044027158,68,0,0,0,1
305033731,0,0,1,0,3,8,0,0,0,1945,2.24023256579881,71,0,0,0,1
305033733,1,1,0,1,4,1,1,1,0,1946,0.200178428274,70,0,0,0,1
305033736,0,0,1,0,3,8,1,1,0,1951,0.200178428274,65,0,0,0,1
305033744,0,0,1,0,3,5,1,1,1,1975,1.05893136468446,41,0,1,0,0
305033746,1,13,1,0,4,9,0,1,0,1970,0.223374204970815,46,0,0,1,0
305033752,0,0,1,0,3,7,0,1,0,1964,0.724097897362051,52,0,0,1,0
305033758,0,0,0,1,4,4,1,1,0,1949,0.200178428274,67,0,0,0,1
305033760,0,0,0,1,4,5,1,1,0,1955,0.542128579050687,61,0,0,1,0
305033765,1,1,1,0,3,4,0,1,0,1953,1.350137626719,63,0,0,1,0
305033770,1,1,1,0,2,6,0,1,0,1956,0.832313617039639,60,0,0,1,0
305033774,0,0,0,1,4,7,0,1,0,1949,0.293555494144817,67,0,0,0,1
305033776,0,0,0,1,4,1,0,1,1,1950,0.354190327062288,66,0,0,0,1
305033779,1,19,1,0,2,5,0,1,0,1961,0.686277251581518,55,0,0,1,0
305033784,1,2,0,1,3,5,0,1,0,1957,0.604386590387462,59,0,0,1,0
305033786,1,178,1,0,4,10,1,1,0,1946,0.347849372478055,70,0,0,0,1
305033788,1,15,1,0,3,6,0,0,0,1982,6.95290916424328,34,0,1,0,0
305033791,0,0,0,1,3,NA,0,1,0,1949,1.92259383232915,67,0,0,0,1
305033798,1,7,0,1,4,6,0,0,0,1965,0.903528971761496,51,0,0,1,0
305033812,0,0,0,1,1,4,0,1,1,1956,1.17350112871782,60,0,0,1,0
305033816,0,0,0,0,2,4,0,1,0,1953,0.832313617039639,63,0,0,1,0
305033821,0,0,0,1,4,NA,1,0,1,1948,0.872883459783031,68,0,0,0,1
305033830,0,0,1,0,3,9,1,1,0,1955,0.52947012471033,61,0,0,1,0
305033832,0,0,0,1,4,2,0,1,1,1955,1.17350112871782,61,0,0,1,0
305033835,0,0,1,0,4,10,0,1,0,1975,1.00384878945565,41,0,1,0,0
305033840,0,0,0,1,3,6,1,1,1,1977,1.37406662247085,39,0,1,0,0
305033842,1,3,0,1,4,2,1,0,0,1969,0.302951427140516,47,0,0,1,0
305033849,0,0,0,0,3,5,0,1,1,1965,3.2806476983081,51,0,0,1,0
305033853,0,0,1,0,2,3,0,1,0,1957,1.12692645530292,59,0,0,1,0
305033860,1,1,0,1,4,2,1,1,1,1974,0.997781874426331,42,0,1,0,0
305033862,0,0,1,0,1,3,0,0,0,1958,2.27955653285726,58,0,0,1,0
305033866,1,1,0,0,3,9,0,1,0,1966,1.07993319665392,50,0,0,1,0
305033868,0,0,0,1,2,8,1,0,1,1965,0.590281420765773,51,0,0,1,0
305033876,0,0,0,0,3,7,1,0,0,1949,0.190925235649378,67,0,0,0,1
305033880,0,0,0,1,3,6,0,0,1,1969,2.5779074017688,47,0,0,1,0
305033882,1,6,1,0,4,9,1,0,0,1977,0.378270579991649,39,0,1,0,0
305033890,0,0,0,1,3,8,0,1,0,1960,1.07993319665392,56,0,0,1,0
305033891,1,434,1,0,4,10,0,1,1,1961,0.975046342168177,55,0,0,1,0
305033898,0,0,0,0,2,7,0,0,0,1957,6.07974866412838,59,0,0,1,0
305033902,1,1,1,0,2,7,0,0,0,1971,6.95290916424328,45,0,0,1,0
305033904,0,0,0,1,4,2,0,1,0,1938,3.88433849274842,78,0,0,0,1
305033906,1,6,1,0,1,6,1,1,0,1975,1.2477448881936,41,0,1,0,0
305033910,1,2,1,0,3,6,0,1,0,1962,0.929197810352486,54,0,0,1,0
305033912,0,0,0,0,3,4,0,0,0,1963,0.242486800171755,53,0,0,1,0
305033914,0,0,0,1,3,4,0,1,0,1950,0.551239055128892,66,0,0,0,1
305033916,1,8,0,0,4,7,0,0,0,1946,2.24023256579881,70,0,0,0,1
305033919,0,0,0,1,4,3,1,0,0,1947,0.188664577315981,69,0,0,0,1
305033933,1,5,0,1,4,2,1,0,0,1952,0.262017896303204,64,0,0,1,0
305033935,1,2,0,1,4,2,1,0,0,1956,0.302951427140516,60,0,0,1,0
305033938,1,146,1,0,4,8,0,0,0,1963,1.46565962232458,53,0,0,1,0
305033939,1,16,1,0,3,10,0,1,0,1960,0.929197810352486,56,0,0,1,0
305033940,1,61,0,0,4,7,1,1,0,1955,0.222005567744852,61,0,0,1,0
305033942,1,7,1,0,4,4,0,1,1,1957,1.9836901619439,59,0,0,1,0
305033945,0,0,0,1,3,5,0,0,0,1969,0.961865943388647,47,0,0,1,0
305033958,1,56,1,0,4,10,0,0,0,1953,0.220441846779659,63,0,0,1,0
305033961,1,16,1,0,4,6,0,1,0,1947,0.497504044027158,69,0,0,0,1
305033967,0,0,0,1,4,4,0,1,0,1951,1.01159131278647,65,0,0,0,1
305033969,1,18,0,1,4,2,1,0,0,1949,0.165128215662243,67,0,0,0,1
305033971,1,111,0,1,4,1,0,1,0,1958,0.267618101918169,58,0,0,1,0
305033973,0,0,0,1,4,4,1,0,0,1963,0.708945345716529,53,0,0,1,0
305033975,1,49,0,1,4,1,1,0,0,1938,0.190925235649378,78,0,0,0,1
305033978,1,1,1,0,4,9,0,0,0,1952,0.644933510063292,64,0,0,1,0
305033980,1,12,0,1,4,4,1,1,0,1963,0.192009103165981,53,0,0,1,0
305033983,1,157,1,0,4,3,0,1,0,1960,0.686277251581518,56,0,0,1,0
305033985,1,44,1,0,4,9,1,0,0,1952,0.34256568296288,64,0,0,1,0
305033987,0,0,1,0,3,8,0,1,0,1954,0.552167432321024,62,0,0,1,0
305033989,1,28,1,0,4,10,0,1,0,1980,2.24249519055595,36,0,1,0,0
305033992,0,0,1,0,4,10,1,0,0,1953,0.327576022080632,63,0,0,1,0
305033996,0,0,1,0,4,7,0,1,0,1941,0.183871667690523,75,0,0,0,1
305033998,0,0,0,1,4,3,1,0,0,1943,0.174482254792965,73,0,0,0,1
305034004,0,0,1,0,4,10,0,0,0,1965,0.198953084374713,51,0,0,1,0
305034006,0,0,0,1,4,4,1,0,0,1945,0.190925235649378,71,0,0,0,1
305034009,0,0,0,0,4,7,1,0,0,1949,0.206444081809265,67,0,0,0,1
305034011,0,0,0,1,4,5,1,0,0,1939,0.174482254792965,77,0,0,0,1
305034013,1,395,1,0,4,10,0,0,0,1936,0.324430376075113,80,0,0,0,1
305034015,0,0,0,1,4,3,1,1,0,1950,0.313940871768742,66,0,0,0,1
305034017,1,1,1,0,4,5,1,0,0,1951,0.157473652425045,65,0,0,0,1
305034019,1,54,1,0,4,4,1,0,0,1981,0.453194918554168,35,0,1,0,0
305034023,0,0,0,0,4,9,1,0,0,1970,0.285931095593509,46,0,0,1,0
305034025,0,0,0,1,4,3,0,0,1,1977,1.64327481310525,39,0,1,0,0
305034028,0,0,1,0,4,4,1,0,0,1940,0.188664577315981,76,0,0,0,1
305034030,0,0,1,0,4,10,1,0,0,1948,0.188664577315981,68,0,0,0,1
305034032,1,32,0,1,3,3,1,1,0,1949,0.376123376592491,67,0,0,0,1
305034033,1,55,0,0,4,3,1,1,0,1962,0.649508394848436,54,0,0,1,0
305034041,0,0,0,1,3,7,0,1,0,1985,0.198317852691629,31,0,1,0,0
305034044,0,0,0,1,4,4,0,1,0,1968,0.552167432321024,48,0,0,1,0
305034046,1,28,1,0,4,9,0,1,0,1959,1.350137626719,57,0,0,1,0
305034048,1,2,0,1,4,4,0,0,0,1965,0.74131818980059,51,0,0,1,0
305034049,1,4,0,1,4,1,1,1,0,1948,0.173131155567415,68,0,0,0,1
305034052,0,0,1,0,3,7,0,1,0,1951,1.92259383232915,65,0,0,0,1
305034056,0,0,0,1,4,1,0,1,0,1953,0.220662274048938,63,0,0,1,0
305034061,1,5,0,1,4,2,0,0,0,1958,0.865851472518265,58,0,0,1,0
305034063,1,5,0,1,4,3,1,0,0,1977,0.378270579991649,39,0,1,0,0
305034066,0,0,1,0,4,9,0,0,1,1983,2.83487006902188,33,0,1,0,0
305034069,0,0,1,0,2,6,0,1,0,1955,0.498341922626598,61,0,0,1,0
305034076,0,0,0,0,4,6,1,0,0,1970,0.773647610627608,46,0,0,1,0
305034083,1,2,0,1,4,3,1,1,0,1957,0.142097841176297,59,0,0,1,0
305034087,0,0,1,0,4,4,1,1,0,1957,0.542128579050687,59,0,0,1,0
305034090,0,0,0,1,4,5,1,1,0,1957,0.20036437317342,59,0,0,1,0
305034092,1,9,0,1,1,6,0,1,0,1956,0.223374204970815,60,0,0,1,0
305034094,0,0,1,0,3,4,0,0,0,1962,1.11213266108452,54,0,0,1,0
305034099,1,1,0,1,4,8,0,1,1,1956,0.979492342935194,60,0,0,1,0
305034101,1,10,0,1,4,4,1,1,0,1963,0.600683450239364,53,0,0,1,0
305034110,1,10,1,0,2,7,1,1,0,1970,0.649508394848436,46,0,0,1,0
305034116,0,0,0,0,1,1,1,0,0,1958,6.85531099709122,58,0,0,1,0
305034118,0,0,0,1,4,3,1,0,0,1968,0.327576022080632,48,0,0,1,0
305034121,1,9,1,0,4,3,1,1,1,1974,1.34111248940848,42,0,1,0,0
305034123,1,519,1,0,4,10,1,1,0,1950,0.941180725088193,66,0,0,0,1
305034129,1,47,0,0,4,2,0,0,0,1943,0.300042246118665,73,0,0,0,1
305034130,0,0,0,1,4,NA,0,1,0,1947,2.3034034401364,69,0,0,0,1
305034132,0,0,0,1,3,NA,0,1,0,1959,0.822208703470755,57,0,0,1,0
305034141,1,9,0,0,4,9,0,0,1,1967,0.239289233973419,49,0,0,1,0
305034145,0,0,1,0,3,6,0,1,0,1978,1.87175522414577,38,0,1,0,0
305034147,0,0,0,1,4,2,0,1,0,1938,0.497504044027158,78,0,0,0,1
305034152,1,29,1,0,4,8,0,0,1,1959,5.0383850673138,57,0,0,1,0
305034162,0,0,0,1,3,4,1,1,0,1955,0.649508394848436,61,0,0,1,0
305034165,1,19,1,0,4,10,0,1,0,1954,0.220662274048938,62,0,0,1,0
305034169,0,0,0,1,3,5,1,1,0,1974,0.279504852940136,42,0,1,0,0
305034171,0,0,0,1,4,3,0,0,1,1974,4.40910460192049,42,0,1,0,0
305034176,0,0,0,1,4,7,0,1,0,1940,0.596045044576912,76,0,0,0,1
305034180,1,1,0,1,4,1,1,0,0,1945,0.174482254792965,71,0,0,0,1
305034186,0,0,1,0,3,8,1,1,0,1982,1.53640520211564,34,0,1,0,0
305034189,1,7,1,0,4,8,1,1,0,1961,0.542128579050687,55,0,0,1,0
305034195,0,0,1,0,4,9,0,0,0,1956,0.238359871579992,60,0,0,1,0
305034198,1,10,0,1,4,6,0,0,0,1969,0.710404941406628,47,0,0,1,0
305034200,1,1,0,1,4,3,0,1,0,1953,0.220662274048938,63,0,0,1,0
305034204,0,0,0,1,4,5,0,0,0,1947,0.324430376075113,69,0,0,0,1
305034208,0,0,0,1,4,4,0,0,0,1954,1.46565962232458,62,0,0,1,0
305034212,1,2,0,1,4,1,1,0,0,1951,0.190925235649378,65,0,0,0,1
305034214,1,372,1,0,4,10,0,1,0,1954,0.686277251581518,62,0,0,1,0
305034216,0,0,1,0,3,1,0,1,0,1940,0.65655348708244,76,0,0,0,1
305034223,1,5,0,1,4,6,1,0,0,1947,0.190925235649378,69,0,0,0,1
305034225,0,0,1,0,4,10,0,0,1,1948,5.81638706197359,68,0,0,0,1
305034230,0,0,0,1,4,4,0,0,0,1949,0.259501791663904,67,0,0,0,1
305034231,1,1,0,0,4,10,1,0,0,1941,0.172313764706301,75,0,0,0,1
305034234,1,32,1,0,4,9,0,0,1,1950,0.041432759006973,66,0,0,0,1
305034236,0,0,1,0,4,10,0,0,0,1946,0.324430376075113,70,0,0,0,1
305034238,0,0,0,1,3,6,0,1,0,1970,0.822208703470755,46,0,0,1,0
305034240,1,5,1,0,4,9,0,0,0,1958,2.27955653285726,58,0,0,1,0
305034242,0,0,0,0,2,3,1,1,0,1979,1.04944115741847,37,0,1,0,0
305034245,1,74,1,0,4,10,0,0,0,1973,1.32590770466757,43,0,1,0,0
305034246,1,2,0,1,3,8,0,0,0,1958,0.515862304233703,58,0,0,1,0
305034247,1,54,1,0,4,9,1,0,0,1942,0.188664577315981,74,0,0,0,1
305034249,1,5,0,1,4,4,1,0,0,1958,0.262017896303204,58,0,0,1,0
305034253,1,10,0,1,4,1,1,0,0,1944,0.190925235649378,72,0,0,0,1
305034257,0,0,1,0,4,7,1,0,0,1978,0.615475002641093,38,0,1,0,0
305034259,0,0,0,1,4,8,0,1,0,1950,0.596045044576912,66,0,0,0,1
305034270,0,0,0,1,4,6,1,1,1,1959,0.305553806544263,57,0,0,1,0
305034274,0,0,0,0,4,2,1,0,0,1962,0.857208665949672,54,0,0,1,0
305034276,1,26,1,0,4,2,1,0,0,1944,0.150906941665891,72,0,0,0,1
305034279,0,0,0,1,4,1,0,0,0,1969,0.238359871579992,47,0,0,1,0
305034281,0,0,0,0,1,8,0,1,0,1969,0.686277251581518,47,0,0,1,0
305034283,1,28,0,0,3,2,1,1,0,1958,0.222005567744852,58,0,0,1,0
305034291,0,0,0,0,3,NA,0,1,0,1949,0.685123391157029,67,0,0,0,1
305034294,0,0,0,0,4,4,1,0,0,1965,0.886326848276275,51,0,0,1,0
305034297,1,6,0,1,4,3,1,1,0,1952,0.240050695413558,64,0,0,1,0
305034310,0,0,0,1,4,4,1,0,0,1957,0.273419596713742,59,0,0,1,0
305034314,1,30,0,1,4,2,1,1,0,1960,0.519521612627581,56,0,0,1,0
305034316,1,1,1,0,4,3,0,1,0,1971,0.220662274048938,45,0,0,1,0
305034318,1,1,1,0,4,9,0,1,0,1944,0.497504044027158,72,0,0,0,1
305034322,0,0,0,1,4,3,1,1,0,1948,0.300849418889898,68,0,0,0,1
305034324,1,29,0,0,4,2,1,1,0,1961,0.600683450239364,55,0,0,1,0
305034326,1,34,0,0,4,10,1,0,1,1938,0.126719866314092,78,0,0,0,1
305034332,0,0,0,0,4,4,1,1,1,1960,0.37668356987644,56,0,0,1,0
305034334,1,1,1,0,4,10,0,0,0,1960,0.238359871579992,56,0,0,1,0
305034336,1,13,1,0,4,9,0,1,0,1953,0.832313617039639,63,0,0,1,0
305034338,1,8,1,0,4,8,1,0,0,1959,0.262017896303204,57,0,0,1,0
305034343,0,0,0,1,4,5,0,1,0,1947,0.2037314984261,69,0,0,0,1
